Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
16-052036,2016-10,09/30/2016 03:15,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,2500,UNION BLVD,52, , , , ,887551,1033201
16-049400,2016-10,09/30/2016 03:20,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,430,S 15TH ST,36, ,@GREYHOUND,430,15TH,904845.8,1016613
16-049493,2016-10,09/30/2016 08:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3169,OREGON AVE,30, , ,3169,OREGON,897207.5,1006843
16-049455,2016-10,09/30/2016 09:32,Y, , ,1, , 52111,6,BURGLARY-BUSINESS/DAY/FORCE ENT/OCCUPIED,6800,N BROADWAY,79, , ,6800,BROADWAY,899135.8,1040908
16-049962,2016-10,09/30/2016 10:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1405,PINE ST,36, , ,1405,PINE,905730.9,1018275
16-049461,2016-10,09/30/2016 10:20,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,315,N 9TH ST,35, , ,315,9TH,907779.2,1018012
16-050047,2016-10,09/30/2016 10:30,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",6248,DELMAR BLVD,46, , ,6248,DELMAR,876843.8,1027542
16-051325,2016-10,09/30/2016 10:40,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4250,MICHIGAN AVE,17, , ,4250,MICHIGAN,894921.1,999668.5
16-051350,2016-10,09/30/2016 11:30,Y, , ,1, , 52322,4,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,110,ANGELICA ST,64, , ,110,ANGELICA,906924,1032114
16-050043,2016-10,09/30/2016 12:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",3204,DELOR ST,16, , ,3204,DELOR,893830.2,996312.2
16-050374,2016-10,09/30/2016 12:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5937,PAGE BLVD,78, , ,5937,PAGE,881001.8,1032626
16-049484,2016-10,09/30/2016 12:10,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3026,LACLEDE AVE,37,HARRIS STOWE STATE UNIVERSITY COLLE, ,3026,LACLEDE,898759.6,1019061
16-049475,2016-10,09/30/2016 12:11,Y, , ,1, ,250000,4,LOITERING-BEGGING,315,N 6TH ST,35, , , , ,908728.6,1017711
16-052978,2016-10,09/30/2016 13:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,6111,MINNESOTA AVE,1, , ,6111,MINNESOTA,892281.6,992644.6
16-049502,2016-10,09/30/2016 13:06,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,4206,PLEASANT ST,67, , ,4206,PLEASANT,902870.1,1031442
16-049560,2016-10,09/30/2016 14:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",715,N 16TH ST,36,CITY MUSEUM, ,715,16TH,905468.9,1019648
16-049984,2016-10,09/30/2016 15:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3608,MORGANFORD RD,15, , ,3608,MORGANFORD,888050.3,1004691
16-053573,2016-10,09/30/2016 15:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4439,FLORISS PL,69, , ,4439,FLORISS,898287.4,1037082
16-049516,2016-10,09/30/2016 15:30,Y, , ,1, ,182250,1,DRUGS-POSSESSION/COCAINE,7710,TENNESSEE AVE,1, ,RESIDENCE,7710,TENNESSEE,886625.6,989787.2
16-050812,2016-10,09/30/2016 16:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3450,LINDELL BLVD,37,MCDONALD DOUGLAS HALL, ,3450,LINDELL,897463.7,1020626
16-050162,2016-10,09/30/2016 16:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",2760,S 1ST ST,20, , ,2760,1ST,905878.3,1006547
16-053529,2016-10,09/30/2016 16:00,Y, , ,1, ,171300,5,SEX OFFNS-STATUATORY RAPE/SECOND,4100,C D BANKS AVE,58, , ,4100,C D BANKS,0,0
16-050006,2016-10,09/30/2016 16:25,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / MEMORIAL DR,35, , , , ,909825.4,1017781
16-050021,2016-10,09/30/2016 16:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3853,FOREST PARK AVE,37, , , , ,894132.2,1020183
16-049978,2016-10,09/30/2016 16:30,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",3033,SPRUCE ST,37,AT&T WORK CENTER, ,3033,SPRUCE,898902.4,1017937
16-050219,2016-10,09/30/2016 16:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2030,S 3RD ST,20, , ,2030,3RD,905752.1,1009284
16-049902,2016-10,09/30/2016 17:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3515,CONNECTICUT ST,25, , ,3515,CONNECTICUT,894213.6,1007454
16-049551,2016-10,09/30/2016 17:00,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2842,CLARA AVE,50,CLARA CANDY STORE, , , ,885918.4,1035751
16-049564,2016-10,09/30/2016 17:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3400,N KINGSHIGHWAY BLVD,55, , , , ,890892.6,1034686
16-049552,2016-10,09/30/2016 17:40,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,848,N KINGSHIGHWAY BLVD,53, , ,848,KINGSHIGHWAY,887992.3,1027106
16-050048,2016-10,09/30/2016 18:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8411,HALLS FERRY RD,74, , ,8411,HALLS FERRY,896587.2,1048930
16-049643,2016-10,09/30/2016 18:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,C D BANKS AVE / N VANDEVENTER,77, , , , ,895740.8,1024363
16-049679,2016-10,09/30/2016 18:00,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,664,S SKINKER BLVD,82,CITY STREET, ,665,SKINKER,876370.4,1021341
16-050089,2016-10,09/30/2016 18:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,245,UNION BLVD,47, , ,245,UNION,884322.6,1024279
16-049955,2016-10,09/30/2016 18:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3931,BOTANICAL AVE,27, , ,3931,BOTANICAL,892426,1010898
16-049668,2016-10,09/30/2016 18:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3943,SCHILLER PL,5, , ,3943,SCHILLER,888626.8,998081.9
16-050001,2016-10,09/30/2016 18:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,935,N VANDEVENTER AVE,58, , ,935,VANDEVENTER,895397.4,1023740
16-050207,2016-10,09/30/2016 18:30,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,1820,MARKET ST,36, ,@UNION STATION,1820,MARKET,903731.7,1018016
16-049858,2016-10,09/30/2016 19:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3858,RUSSELL AVE,27, , ,3858,RUSSELL,893052.6,1012390
16-051954,2016-10,09/30/2016 19:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,6200,ENRIGHT AVE,22, ,PARKING LOT, , ,877458.9,1027987
16-049641,2016-10,09/30/2016 20:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 15TH ST / LUCAS AVE,36, , , , ,905891.9,1019440
16-049973,2016-10,09/30/2016 20:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2808,INDIANA AVE,22, , ,2808,INDIANA,899651.4,1008280
16-050842,2016-10,09/30/2016 20:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3751,S JEFFERSON AVE,19, , ,3751,JEFFERSON,898162.7,1002525
16-049575,2016-10,09/30/2016 21:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,FAIR AVE / W FLORISSANT AVE,68, , , , ,899905.6,1034996
16-049632,2016-10,09/30/2016 21:45,Y, , ,1, , 72140,5,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,401,S KINGSHIGHWAY BLVD,38, , ,400,KINGSHIGHWAY,887075.1,1021000
16-049695,2016-10,09/30/2016 22:15,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3328,OXFORD AVE,10, , ,3328,OXFORD,873000.5,1009662
16-049759,2016-10,09/30/2016 22:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,205,N TUCKER BLVD,36, , ,210,TUCKER,906570.4,1018072
16-049583,2016-10,09/30/2016 22:37,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1117,DESTREHAN ST,65, , , , ,906775.9,1029248
16-049684,2016-10,09/30/2016 23:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,DR MARTIN LUTHER KING DR / WHI,58, , ,501,BROADWAY,894838.4,1026996
16-049652,2016-10,09/30/2016 23:03,Y, , ,1, , 52312,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,622,WASHINGTON AVE,35,CRAZY BOWLS AND WRAPS, ,622,WASHINGTON,908880.4,1018454
16-049662,2016-10,09/30/2016 23:45,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5116,HIGHLAND AVE,52, , ,5116,HIGHLAND,889336.7,1032205
16-049610,2016-10,10/01/2016 00:01,Y, , ,1, , 51211,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,4449,ASHLAND AVE,56, , ,4447,ASHLAND,894619.8,1032404
16-049616,2016-10,10/01/2016 00:15,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4847,NORTHLAND AVE,55, , , , ,890706.9,1032109
16-049616,2016-10,10/01/2016 00:15,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4847,NORTHLAND AVE,55, , , , ,890706.9,1032109
16-049612,2016-10,10/01/2016 00:17,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / I 44 WESTBOUND,11, , , , ,880719.5,1014272
16-049613,2016-10,10/01/2016 00:30,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3234,KNAPP ST,65, , ,3234,KNAPP,905854.4,1027755
16-049618,2016-10,10/01/2016 00:55,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,5660,PARK LN,76, , ,5660,PARK,891029.3,1046768
16-050287,2016-10,10/01/2016 01:00,Y, , ,1, , 44012,5,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",5825,HIGHLAND AVE,50, , ,5825,HIGHLAND,883737,1035273
16-049718,2016-10,10/01/2016 01:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,FOREST PARK AVE / S SARAH ST,38, , , , ,892450.9,1020539
16-049614,2016-10,10/01/2016 01:00,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1111,WASHINGTON AVE,35, ,SIDEWALK,1111,WASHINGTON,907319.9,1018960
16-049627,2016-10,10/01/2016 01:00,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2626,N BROADWAY,64, ,ON THE STREET SITTING IN VEHICLE,3329,VIRGINIA,908654.5,1026420
16-049621,2016-10,10/01/2016 01:25,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1800,S 7TH ST,20,SOULARD, ,710,GEYER,905653,1010712
16-049648,2016-10,10/01/2016 01:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4135,FLAD AVE,27, , ,4135,FLAD,890933.4,1012042
16-049629,2016-10,10/01/2016 01:37,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,5235,ZEALAND ST,66, , ,5235,ZEALAND,902735.3,1035520
16-049624,2016-10,10/01/2016 01:38,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5625,S GRAND BLVD,3, , ,5625,GRAND,890164.6,995759.8
16-049619,2016-10,10/01/2016 01:40,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1200,LOCUST ST,35, , , , ,0,0
16-049630,2016-10,10/01/2016 01:45,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,1216,S VANDEVENTER AVE,28, , ,1219,VANDEVENTER,891671.9,1017049
16-050510,2016-10,10/01/2016 02:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3149,PENNSYLVANIA AVE,30, , ,3149,PENNSYLVANIA,896603.1,1007222
16-049636,2016-10,10/01/2016 02:20,Y, , ,1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,717,N 21ST ST,36, , ,717,21ST,903384.7,1020266
16-049631,2016-10,10/01/2016 02:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4225,CHOUTEAU AVE,39,NA,STREET,4121,MANCHESTER,890860.3,1018008
16-049677,2016-10,10/01/2016 02:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5600,LOTUS AVE,50, , ,5600,LOTUS,884714.3,1033794
16-049628,2016-10,10/01/2016 02:40,Y, , ,1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,115,N TUCKER BLVD,35, ,STREET,1117,WASHINGTON,906484.2,1017763
16-049654,2016-10,10/01/2016 03:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1183,HODIAMONT AVE,48, , ,1183,HODIAMONT,879842.8,1032097
16-049706,2016-10,10/01/2016 03:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CHOUTEAU AVE / TALMAGE AVE,39, , , , ,891050.3,1017832
16-049634,2016-10,10/01/2016 03:55,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,5508,DR MARTIN LUTHER KING DR,78, , , , ,885010.5,1032211
16-049675,2016-10,10/01/2016 04:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,625,S SKINKER BLVD,45,PARKED ON STREET, ,625,SKINKER,876264.5,1021466
16-049633,2016-10,10/01/2016 04:15,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5956,NATURAL BRIDGE AVE,50, , , , ,884619.6,1039443
16-049637,2016-10,10/01/2016 04:40,Y, , ,1, , 31112,1,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,3851,DUNNICA AVE,16, , ,3851,DUNNICA,891213.3,1003174
16-049725,2016-10,10/01/2016 05:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,RUTGER ST / S SPRING AVE,29, , ,3691,RUTGER,894059.1,1016164
16-049638,2016-10,10/01/2016 05:02,Y, , ,1, , 41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3703,S KINGSHIGHWAY BLVD,14, , ,3701,KINGSHIGHWAY,885193.4,1004870
16-049712,2016-10,10/01/2016 07:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1600,ST CHARLES ST,36, , , , ,905167.1,1019293
16-049647,2016-10,10/01/2016 07:43,Y, , ,1, , 51111,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,5824,MCARTHUR AVE,70, , ,5824,MCARTHUR,885440.9,1039480
16-049644,2016-10,10/01/2016 07:50,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5601,THEODOSIA AVE,50, , ,5601,THEODOSIA,884436.3,1033295
16-049657,2016-10,10/01/2016 07:50,Y, , ,1, , 31112,1,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,4635,RIDGEWOOD AVE,5,ABOUSSIE APARTMENTS, ,4600,RIDGEWOOD,885236.3,1001889
16-049649,2016-10,10/01/2016 08:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1401,CHESTNUT ST,36, , , , ,905512.7,1018113
16-050044,2016-10,10/01/2016 08:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7713,VIRGINIA AVE,2, , ,705,WILMINGTON,887919,988859.7
16-049645,2016-10,10/01/2016 08:10,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5347,ALFRED AVE,5, ,SIDE WALK/ STREET,5347,ALFRED,885696.6,1000175
16-049709,2016-10,10/01/2016 08:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 10TH ST / LUCAS AVE,35, , , , ,907752.3,1019142
16-053296,2016-10,10/01/2016 09:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,2225,MACKLIND AVE,12,ANTHONINO S, ,2225,MACKLIND,883757.1,1012573
16-050391,2016-10,10/01/2016 09:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5228,WESTMINSTER PL,38, , ,5228,WESTMINSTER,885574.9,1025532
16-051558,2016-10,10/01/2016 09:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,8839,PARTRIDGE AVE,74, , ,8839,PARTRIDGE,894411.7,1050775
16-049665,2016-10,10/01/2016 09:05,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7932,CHURCH RD,74, , ,7932,CHURCH,897059.1,1046779
16-049650,2016-10,10/01/2016 09:07,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3607,HAMILTON AVE,50, ,@HOTEL- VEGAS INN,3607,HAMILTON,884714.6,1038923
16-049653,2016-10,10/01/2016 09:33,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5201,S GRAND BLVD,3, , ,5201,GRAND,891031.8,997070.8
16-049732,2016-10,10/01/2016 10:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1831,CHESTNUT ST,36, , ,1831,CHESTNUT,904081.3,1018439
16-049672,2016-10,10/01/2016 10:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6119,ALABAMA AVE,1, , ,6119,ALABAMA,891084.4,993547.7
16-049694,2016-10,10/01/2016 10:30,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",4467,ELMBANK AVE,56, , ,4027,PALM,894267.9,1032173
16-049815,2016-10,10/01/2016 11:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4185,WALSH ST,5, , ,4185,WALSH,887255.3,999730.3
16-049704,2016-10,10/01/2016 11:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1860,MULLANPHY ST,60,MURPHY PARK APARTMENTS, ,1860,MULLANPHY,905317.3,1023600
16-049743,2016-10,10/01/2016 11:01,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2025,E GANO AVE,66, , ,2025,GANO,902765.4,1033815
16-049666,2016-10,10/01/2016 11:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DR MARTIN LUTHER KING DR / HAM,78, , , , ,882296.1,1034238
16-049711,2016-10,10/01/2016 11:40,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",701,N SPRING AVE,77, ,@SCHOOL - CARDINAL RITTER HIGH,701,SPRING,896066.6,1022725
16-049673,2016-10,10/01/2016 11:45,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3605,MARINE AVE,18, , ,3605,MARINE,900095.8,1003263
16-050000,2016-10,10/01/2016 12:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3921,HAMPTON AVE,9, ,@LINDELL BANK, , ,878946.3,1005172
16-049674,2016-10,10/01/2016 12:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,741,S 4TH ST,35, , ,741,4TH,908390.3,1014399
16-055038,2016-10,10/01/2016 12:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4937,LACLEDE AVE,38, , ,4937,LACLEDE,887797.8,1022272
16-049762,2016-10,10/01/2016 12:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3654,ILLINOIS AVE,18,APARTMENT COMPLEX, ,3654,ILLINOIS,899479.5,1002981
16-049997,2016-10,10/01/2016 12:00,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",5333,BULWER AVE,64, , ,5333,BULWER,903321.9,1036597
16-050419,2016-10,10/01/2016 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5805,PARK LN,73, , ,5805,PARK,891505.5,1047684
16-055414,2016-10,10/01/2016 12:00,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,7606,VERMONT AVE,2, , ,7606,VERMONT,888060.4,989254.8
16-049745,2016-10,10/01/2016 12:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4500,LEE AVE,69, , ,4500,LEE,0,0
16-050004,2016-10,10/01/2016 12:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3325,ILLINOIS AVE,22, , ,3325,ILLINOIS,899621.5,1005232
16-049762,2016-10,10/01/2016 12:00, , , ,-1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3654,ILLINOIS AVE,18,APARTMENT COMPLEX, ,3654,ILLINOIS,899479.5,1002981
16-049671,2016-10,10/01/2016 12:20,Y, , ,1, ,250000,4,LOITERING-BEGGING,0,N 7TH ST / LOCUST ST,35, , , , ,908498.3,1018090
16-049680,2016-10,10/01/2016 12:34,Y, , ,1, , 31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,6455,MANCHESTER AVE,43,RESTAURANT DEPOT, ,6455,MANCHESTER,878450.1,1015037
16-049676,2016-10,10/01/2016 12:58,Y, , ,1, ,250000,4,LOITERING-BEGGING,505,WASHINGTON AVE,35, ,INTERSECTION NEAR N. BROADWAY AND WA, , ,909210.4,1018506
16-049689,2016-10,10/01/2016 12:59,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4412,CLARENCE AVE,68, , , , ,897588.4,1035527
16-049685,2016-10,10/01/2016 13:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,6301,W FLORISSANT AVE,73, ,@POPEYES - W FLORISSANT, , ,890066.6,1048762
16-049690,2016-10,10/01/2016 13:15,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5571,FLOY AVE,76, , ,5571,FLOY,889614.2,1047269
16-051937,2016-10,10/01/2016 13:15,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1215,N KINGSHIGHWAY BLVD,51, ,AUTO ZONE,1915,OLIVE,888084.4,1028777
16-049714,2016-10,10/01/2016 13:30,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",4101,GRAVOIS AVE,16,QUIKTRIP, , , ,889849,1003566
16-049720,2016-10,10/01/2016 13:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 16TH ST / DR MARTIN LUTHER K,36, ,ALIAS N 16TH ST/MARTIN LUTHER KING D, , ,905621.9,1020327
16-055425,2016-10,10/01/2016 13:33,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1010,MARKET ST,35, ,SUITE 1310,1010,MARKET,906859,1017120
16-050003,2016-10,10/01/2016 14:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3720,SALENA ST,18, , ,3720,SALENA,899930.4,1002524
16-049691,2016-10,10/01/2016 14:13,Y, , ,1, ,250000,1,LOITERING-BEGGING,509,BATES ST,1, ,711 PARKING LOT,509,BATES,892681.9,994561.8
16-049696,2016-10,10/01/2016 14:15,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,410,S EUCLID AVE,38,CWE METROLINK PLATFORM,CWE METROLINK PLATFORM,14,EUCLID,887950.6,1020751
16-049799,2016-10,10/01/2016 14:30,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",1451,MCLARAN AVE,74, , ,1451,MCLARAN,894330.8,1049643
16-049807,2016-10,10/01/2016 14:41,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3106,OLIVE ST,37, , ,7350,GRAVOIS,899009.4,1020191
16-049702,2016-10,10/01/2016 14:45,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",5555,PAGE BLVD,78, ,PARKING LOT,5555,PAGE,883863.8,1030872
16-049699,2016-10,10/01/2016 14:45,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,3431,UNION BLVD,50, ,@SCHNUCKS - CITY PLAZA ON UNION,3431,UNION,888884.8,1036000
16-050311,2016-10,10/01/2016 15:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,1400,S THERESA AVE,31, , , , ,895973.3,1015414
16-049813,2016-10,10/01/2016 15:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,701,CONVENTION PZ,35,AMERICAS CENTER, , , ,908773.3,1019107
16-049740,2016-10,10/01/2016 15:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,0,W FLORISSANT AVE / POPE AVE,68, , , , ,898752.8,1036892
16-052210,2016-10,10/01/2016 15:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3700,UNION BLVD,70, , ,3700,UNION,889231.6,1036274
16-049703,2016-10,10/01/2016 15:33,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4642,ST FERDINAND AVE,56, , ,4642,ST FERDINAND,891647.3,1030520
16-049701,2016-10,10/01/2016 15:33,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5549,WABADA AVE,50, , , , ,885358.8,1034152
