Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-006679,2020-02,02/08/2020 19:00,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",4230,GRAVOIS AVE,16, , ,4230,GRAVOIS,889273.1,1002740
20-006486,2020-02,02/08/2020 19:05,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,1530,LAFAYETTE AVE,33,WALGREENS, ,1530,LAFAYETTE,903270.1,1012207
20-006491,2020-02,02/08/2020 19:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3252,COPELIN AVE,26, , ,3252,COPELIN,896046.5,1012987
20-006489,2020-02,02/08/2020 19:42,Y, , ,1, , 36421,4,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,3731,DR MARTIN LUTHER KING DR,59,FAMILY DOLLAR, ,3731,DR MARTIN LUTHER KING,897494.3,1025430
20-006493,2020-02,02/08/2020 19:55,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4175,LINDELL BLVD,38, ,@PIZZA HUT- LINDELL,4135,LINDELL,892104.8,1022153
20-006585,2020-02,02/08/2020 20:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",520,WHITTIER ST,38, , ,520,WHITTIER,892874.7,1023738
20-006690,2020-02,02/08/2020 20:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4440,GANNETT ST,5, , ,4440,GANNETT,885807.8,1001868
20-006488,2020-02,02/08/2020 20:06,Y, , ,1, , 43012,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,3409,ALBERTA ST,16, , ,3409,ALBERTA,894094.9,1002119
20-006498,2020-02,02/08/2020 20:15,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1458,CASTLE LN,33, , ,1458,CASTLE,904092.8,1014542
20-006494,2020-02,02/08/2020 20:15,Y, , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3634,TENNESSEE AVE,19, , ,3638,TENNESSEE,894263.5,1003968
20-006492,2020-02,02/08/2020 20:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1444,N KINGSHIGHWAY BLVD,53,DOMINOS, , , ,888295.6,1030104
20-006541,2020-02,02/08/2020 20:20,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,0,CHEROKEE ST / S JEFFERSON AVE,18, , , , ,898769.5,1005097
20-006546,2020-02,02/08/2020 20:30,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4910,BONITA AVE,6, , ,4910,BONITA,881671.9,997607.2
20-006497,2020-02,02/08/2020 20:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,NATURAL BRIDGE AVE / N NEWSTEA,56, , , , ,895482.4,1032844
20-006495,2020-02,02/08/2020 21:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3684,DOVER PL,3, , ,3684,DOVER,889199.3,995711.3
20-006499,2020-02,02/08/2020 21:40,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3751,S JEFFERSON AVE,19,MOTO MART, ,3751,JEFFERSON,898162.7,1002525
20-008184,2020-02,02/08/2020 21:40,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3751,S JEFFERSON AVE,19, , ,3751,JEFFERSON,898162.7,1002525
20-006515,2020-02,02/08/2020 21:45,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8557,GILMORE AVE,74, , ,8557,GILMORE,894512.3,1048432
20-006751,2020-02,02/08/2020 22:00,Y, , ,1, ,184999,5,DRUGS-UNLAWFUL PRESCRP/OTHR UNSPEC PRESCRP,3925,LINDELL BLVD,38,CVS, ,3925,LINDELL,894199,1021580
20-006659,2020-02,02/08/2020 22:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2145,N 13TH ST,63, , ,919,JEFFERSON,907711.6,1024311
20-006507,2020-02,02/08/2020 22:06,Y, , ,1, , 38112,2,ROBBERY CARJACKING /FIREARM USED/ATTEMPT,4240,MANCHESTER AVE,39,FRONT DOOR, ,4240,MANCHESTER,890011.5,1017194
20-006510,2020-02,02/08/2020 22:20,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,6610,ALABAMA AVE,1, , ,6610,ALABAMA,890234.4,992091.2
20-006742,2020-02,02/08/2020 22:26,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,110,N 17TH ST,36,CITY VIEW APARTMENTS, ,110,17TH,904545.1,1018315
20-007314,2020-02,02/08/2020 23:00,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1401,CLARK AVE,36, ,@SCOTTRADE CENTER,1401,CLARK,905209.3,1017077
20-006578,2020-02,02/08/2020 23:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5520,NATURAL BRIDGE AVE,50, , ,5520,NATURAL BRIDGE,887358.4,1037172
20-006572,2020-02,02/08/2020 23:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5429,ARSENAL ST,13, , ,5429,ARSENAL,882971.4,1009742
20-006544,2020-02,02/08/2020 23:18,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,4852,MANCHESTER AVE,39, ,JIFFY LUBE,4852,MANCHESTER,887440.5,1016816
20-006511,2020-02,02/08/2020 23:25,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S COMPTON AVE / OSAGE ST,16, , , , ,894861.7,1001669
20-006509,2020-02,02/08/2020 23:25,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N 22ND ST / PENROSE ST,65, , , , ,903394.8,1031019
20-006567,2020-02,02/09/2020 00:01,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2007,ANN AVE,23, , ,2007,ANN,901492.6,1010564
20-006525,2020-02,02/09/2020 00:15,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 14TH ST / LUCAS AVE,36, ,STREET, , ,906073.7,1019412
20-006518,2020-02,02/09/2020 00:38,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6305,MINNESOTA AVE,1, , ,6305,MINNESOTA,891844.4,992187.1
20-006540,2020-02,02/09/2020 00:45,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3849,FOLSOM AVE,29, , ,3849,FOLSOM,893438.9,1014911
20-006558,2020-02,02/09/2020 00:48,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3329,TEXAS AVE,30, , ,3329,TEXAS,898300.4,1005384
20-006514,2020-02,02/09/2020 00:55,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / S GRAND BLVD,25, , , , ,893925.6,1008454
20-006517,2020-02,02/09/2020 01:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / NAGEL AVE,4, , , , ,881056.7,995889.3
20-006523,2020-02,02/09/2020 01:40,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,816,GEYER AVE,21, ,@BAR- MOLLYS BISTRO,5137,WATERMAN,904769.3,1010363
20-006519,2020-02,02/09/2020 01:46,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / HAMPTON AVE,7, , ,6302,BANCROFT,879018.3,1005017
20-006554,2020-02,02/09/2020 02:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1000,CLARK AVE,35,TIN ROOF BAR, , , ,906803,1016334
20-006524,2020-02,02/09/2020 02:15,Y, , ,1, , 64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6130,LUCILLE AVE,76, , ,6130,LUCILLE,889189.4,1045832
20-006526,2020-02,02/09/2020 02:43,Y, , ,1, , 43011,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,1501,WASHINGTON AVE,36,PARKING LOT, ,1501,WASHINGTON,905761.7,1019418
20-006573,2020-02,02/09/2020 03:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2017,MIAMI ST,18, , ,2017,MIAMI,899598.6,1003594
20-006533,2020-02,02/09/2020 03:15,Y, , ,1, ,175100,4,SEX OFFNS-SX MISCONDUCT/SUS<17&VIC 14-15/NO FO,400,S GRAND BLVD,37, ,APT 214,400,GRAND,0,0
20-006529,2020-02,02/09/2020 03:22,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1121,HAMPTON AVE,42, ,COURTESY DINER - HAMPTON,1121,HAMPTON,880892.6,1017855
20-006531,2020-02,02/09/2020 03:30,Y, , ,1, , 42014,6,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,5219,GILMORE AVE,72, , ,5219,GILMORE,890579.3,1044140
20-006531,2020-02,02/09/2020 03:30, , , ,-1, , 42014,6,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,5219,GILMORE AVE,72, , ,5219,GILMORE,890579.3,1044140
20-007205,2020-02,02/09/2020 03:45,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,60,HAMPTON VILLAGE PLZ,7,SCHNUCKS, ,60,HAMPTON VILLAGE,879568.8,1004479
20-006532,2020-02,02/09/2020 03:45,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,60,HAMPTON VILLAGE PLZ,7, ,@SCHNUCKS - HAMPTON VILLAGE,60,HAMPTON VILLAGE,879568.8,1004479
20-006534,2020-02,02/09/2020 03:45,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4578,COTTAGE AVE,56, , ,4578,COTTAGE,892356.3,1030502
20-006535,2020-02,02/09/2020 03:59,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2009,HEBERT ST,63, ,@WHITE CASTLE - HEBERT, , ,905261.1,1027578
20-006547,2020-02,02/09/2020 04:46,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,1000,WASHINGTON AVE,35,DAPPER GENTS, ,1000,WASHINGTON,907483,1018737
20-007199,2020-02,02/09/2020 05:24,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5445,UNION BLVD,71, , ,5445,UNION,894209.2,1041796
20-006536,2020-02,02/09/2020 05:24,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5445,UNION BLVD,71, , ,5445,UNION,894209.2,1041796
20-006539,2020-02,02/09/2020 05:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,4206,N GRAND BLVD,67, , ,4206,GRAND,902337.5,1031732
20-006589,2020-02,02/09/2020 06:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,E GRAND AVE / I 70 EASTBOUND,66, , ,919,JEFFERSON,904580.1,1034005
20-007033,2020-02,02/09/2020 07:18,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6457,LANSDOWNE AVE,8, , ,6457,LANSDOWNE,876724,1004040
20-006542,2020-02,02/09/2020 07:30,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,932,LOUGHBOROUGH AVE,1,FIRESTONE,@LOUGHBOROUGH COMMONS - BURGER KING,922,LOUGHBOROUGH,888524.2,991611.8
20-006707,2020-02,02/09/2020 08:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1042,HORNSBY AVE,74, , ,1042,HORNSBY,895957.8,1050633
20-006765,2020-02,02/09/2020 08:30,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",4037,BLOW ST,4, , ,4037,BLOW,884846.5,993778.5
20-006549,2020-02,02/09/2020 08:45,Y, , ,1, , 52112,5,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,4045,LINDELL BLVD,38, , ,4045,LINDELL,893199.2,1021854
20-006598,2020-02,02/09/2020 08:45,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3414,MERAMEC ST,16, , ,3414,MERAMEC,893730.9,1000261
20-006602,2020-02,02/09/2020 09:15,Y, , ,1, , 44013,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",2636,CHIPPEWA ST,16, ,APT 236,2636,CHIPPEWA,897981.9,1002543
20-006552,2020-02,02/09/2020 09:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,811,SPRUCE ST,35,WESTIN HOTEL, ,811,SPRUCE,907472.1,1015934
20-006550,2020-02,02/09/2020 09:39,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,0,N 22ND ST / ANGELICA ST,65, , , , ,903507.4,1030738
20-006562,2020-02,02/09/2020 09:45,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,1126,DOLMAN ST,33, , , , ,903339,1014187
20-006555,2020-02,02/09/2020 10:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,I 64 WESTBOUND / TOWER GROVE A,38, , ,1,IKEA,890266.2,1018760
20-009820,2020-02,02/09/2020 10:04,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,845,ELIAS AVE,74, , ,845,ELIAS,897083.4,1051657
20-006577,2020-02,02/09/2020 11:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,RIVERVIEW DR / SCRANTON AVE,75, , , , ,902158.3,1056318
20-006565,2020-02,02/09/2020 12:04,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,8450,CONCORD PL,74, , ,8450,CONCORD,897137.6,1049784
20-006566,2020-02,02/09/2020 12:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2738,PARK AVE,31, ,REAR ALLEY,2738,PARK,899057.4,1014184
20-007228,2020-02,02/09/2020 12:50,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,3917,DUNNICA AVE,16, , ,3917,DUNNICA,890918.3,1003212
20-006702,2020-02,02/09/2020 13:05,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",540,GIMBLIN RD,79, , ,540,GIMBLIN,899392.2,1050225
20-006575,2020-02,02/09/2020 13:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 2ND ST / CARR ST,35, , , , ,910547.7,1019893
20-006682,2020-02,02/09/2020 14:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5,GAST PL,74, , ,5,GAST,896602.1,1050440
20-006638,2020-02,02/09/2020 14:30,Y, , ,1, , 61601,2,"LARCENY-PICKPOCKET $500-$24,999",1,FINE ARTS DR,82,FOREST PARK - ART MUSEUM, ,1,FINE ARTS,878856.8,1021748
20-006638,2020-02,02/09/2020 14:30, , , ,-1, , 61601,2,"LARCENY-PICKPOCKET $500-$24,999",1,FINE ARTS DR,82,FOREST PARK - ART MUSEUM, ,1,FINE ARTS,878856.8,1021748
20-006605,2020-02,02/09/2020 14:30,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,4040,W BELLE PL,58, , ,4040,BELLE,894182.1,1024708
20-006581,2020-02,02/09/2020 14:34,Y, , ,1, ,250000,4,LOITERING-BEGGING,721,N TUCKER BLVD,36, , ,721,TUCKER,906857.6,1019492
20-007049,2020-02,02/09/2020 15:00,Y, , ,1, , 65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",5911,SOUTHWEST AVE,13, , ,5911,SOUTHWEST,880973.4,1010430
20-006595,2020-02,02/09/2020 15:10,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / QUINCY ST,4, , , , ,881593.2,996183.4
20-006594,2020-02,02/09/2020 15:25,Y, , ,1, , 38111,2,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,3864,SHAW AVE,27, , ,3866,SHAW,893075.3,1012992
20-006600,2020-02,02/09/2020 15:30,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2500,SEMPLE AVE,50, , ,4014,UNION,886270.8,1033608
20-006600,2020-02,02/09/2020 15:30,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,2500,SEMPLE AVE,50, , ,4014,UNION,886270.8,1033608
20-006608,2020-02,02/09/2020 15:40,Y, , ,1, , 43022,6,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE,0,N BROADWAY / HARLAN AVE,74, ,HICKEY PARK, , ,897601.3,1051819
20-006648,2020-02,02/09/2020 16:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5805,SELBER CT,50, ,APT 3 F,5805,SELBER,884807.3,1037849
20-007246,2020-02,02/09/2020 16:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4340,MARYLAND AVE,38, , ,4340,MARYLAND,891061.4,1022825
20-006601,2020-02,02/09/2020 16:03,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,2704,BACON ST,59, , ,2704,BACON,899693.1,1026529
20-006599,2020-02,02/09/2020 16:14,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,7842,N BROADWAY,74, , , , ,897257.9,1046336
20-006692,2020-02,02/09/2020 16:20,Y, , ,1, , 92000,3,SIMPLE ASSAULT-HARRASSMENT,3760,S GRAND BLVD,19,BUSEY BANK, ,3760,GRAND,893334.4,1003517
20-006607,2020-02,02/09/2020 16:20,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3916,CORA AVE,69, , ,3916,CORA,894442.7,1034136
20-006603,2020-02,02/09/2020 16:25,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,1818,N SARAH ST,56, , ,1818,SARAH,895904.6,1027355
20-006603,2020-02,02/09/2020 16:25,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,1818,N SARAH ST,56, , ,1818,SARAH,895904.6,1027355
20-006622,2020-02,02/09/2020 17:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4833,PENROSE ST,69, ,1ST FLOOR,4833,PENROSE,893622.9,1036485
20-006729,2020-02,02/09/2020 17:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6442,WISE AVE,42, , ,6442,WISE,878920.6,1017686
20-007058,2020-02,02/09/2020 17:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",0,LINDELL BLVD / N SARAH ST,38, , , , ,892822,1021958
20-006609,2020-02,02/09/2020 17:53,Y, , ,1, , 91123,4,SIMPLE ASSAULT-CHILD/NO INJURY,1411,CHAMBERS ST,63, ,APT 1329,1411,CHAMBERS,907359.2,1023851
20-006612,2020-02,02/09/2020 18:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4135,S GRAND BLVD,16, , ,4135,GRAND,893198.5,1000659
20-007189,2020-02,02/09/2020 18:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7708,WATER ST,2, ,REAR,7708,WATER,889486.9,987616.1
20-006611,2020-02,02/09/2020 18:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8880,RIVERVIEW DR,74, , ,9000,RIVERVIEW,0,0
20-006621,2020-02,02/09/2020 19:02,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,LOUGHBOROUGH AVE / MICHIGAN AV,25, , , , ,890283.1,990773.4
20-006640,2020-02,02/09/2020 19:15,Y, , ,1, , 51222,4,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,1314,SULLIVAN AVE,63, ,@RESIDENCE,1314,SULLIVAN,906581,1026620
20-006792,2020-02,02/09/2020 19:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5120,GREER AVE,52, , ,5120,GREER,889532.5,1034403
20-006623,2020-02,02/09/2020 19:37,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4200,GERTRUDE AVE,5, , , , ,886871.3,998799.4
20-007619,2020-02,02/09/2020 20:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3123,WHITTIER ST,56, , ,3123,WHITTIER,896836.3,1030693
20-006733,2020-02,02/09/2020 20:00,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3135,LOUISIANA AVE,25, , ,3135,LOUISIANA,894948.8,1007143
20-006691,2020-02,02/09/2020 20:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5633,DR MARTIN LUTHER KING DR,50, , ,5633,DR MARTIN LUTHER KING,884052.4,1033174
20-006628,2020-02,02/09/2020 20:42,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / I 44 EASTBOUND,26, , , , ,894721.8,1013493
20-006632,2020-02,02/09/2020 21:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2747,PESTALOZZI ST,30, , ,2747,PESTALOZZI,897964.1,1008273
20-006633,2020-02,02/09/2020 21:48,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,MORGANFORD RD / ROSA AVE,5, , , , ,885337.3,996924
20-007699,2020-02,02/09/2020 23:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1326,WASHINGTON AVE,36,NARA CAFE & HOOKAH LOUNGE, , , ,906055.1,1019109
20-006687,2020-02,02/09/2020 23:00,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,0,S 18TH ST / KENNETT PL,32, , ,1601,18TH,902667.2,1012891
20-006656,2020-02,02/09/2020 23:45,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1513,MARCUS AVE,54, , ,1513,MARCUS,890603.7,1029339
17-006583,2020-02,02/10/2017 11:01, , , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,1320,BROADWAY,20, , ,1320,BROADWAY,0,0
17-006583,2020-02,02/10/2017 11:01, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1320,BROADWAY,20, , ,1320,BROADWAY,0,0
20-007722,2020-02,02/10/2020 00:01,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3135,PENNSYLVANIA AVE,30, , ,3135,PENNSYLVANIA,896638.2,1007440
20-006799,2020-02,02/10/2020 00:04,Y, , ,1, , 51212,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,3258,OHIO AVE,30, , ,3258,OHIO,898194.8,1005777
20-006639,2020-02,02/10/2020 00:10,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3503,S SPRING AVE,15,GREY FOX PUB, ,3755,POTOMAC,892296.1,1005251
20-006642,2020-02,02/10/2020 00:35,Y, , ,1, ,152200,2,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3910,CLAYTON AVE,39, , ,3910,CLAYTON,893089.7,1018770
20-006664,2020-02,02/10/2020 01:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3915,FRENCH CT,4, , ,3915,FRENCH,886002,993263.1
20-006641,2020-02,02/10/2020 01:15,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2709,JAMES COOL PAPA BELL AVE,59, , , , ,901732.7,1023181
20-006643,2020-02,02/10/2020 01:28,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1615,S KINGSHIGHWAY BLVD,12,QUIKTRIP,@QT - S KINGSHIGHWAY / MCREE,1615,KINGSHIGHWAY,886749.4,1014742
20-007210,2020-02,02/10/2020 01:28,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1615,S KINGSHIGHWAY BLVD,12,QUIK TRIP, ,1615,KINGSHIGHWAY,886749.4,1014742
20-006647,2020-02,02/10/2020 01:45,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,920,PALM ST,64,AMERICAN FOUNDRY & MANUFACTURING CO, ,920,PALM,907788.8,1027190
20-006646,2020-02,02/10/2020 01:51,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3300,MERAMEC ST,16, ,CROSSWALK,3300,MERAMEC,894181.2,1000239
20-006910,2020-02,02/10/2020 02:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1419,BUCHANAN ST,65, , ,1419,BUCHANAN,906536.8,1028254
20-009514,2020-02,02/10/2020 02:10,Y, , ,1, ,242000,5,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,5077,MINERVA AVE,51, , ,5077,MINERVA,887355.6,1029789
20-006740,2020-02,02/10/2020 03:15,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,625,N EUCLID AVE,38,FIELDS FOODS, ,625,EUCLID,888580.9,1025734
20-006653,2020-02,02/10/2020 03:30,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3933,S BROADWAY,16,SAINT ALEXIUS HOSPITAL, ,3933,BROADWAY,897890.5,1001421
20-006653,2020-02,02/10/2020 03:30,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3933,S BROADWAY,16,SAINT ALEXIUS HOSPITAL, ,3933,BROADWAY,897890.5,1001421
20-006758,2020-02,02/10/2020 03:30,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",4701,GRAVOIS AVE,5, , ,4701,GRAVOIS,887123.1,1001057
20-006657,2020-02,02/10/2020 03:36,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,1400,N 13TH ST,62,GREENLEAF MARKET, , , ,907656.9,1021629
20-006652,2020-02,02/10/2020 03:37,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7101,MANCHESTER AVE,43,MICHAEL S BAR AND GRILL, ,7101,MANCHESTER,874351.3,1013291
20-006649,2020-02,02/10/2020 03:38,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4141,MCPHERSON AVE,38, , ,4141,MCPHERSON,892656.4,1022832
